t_ff,t_rel,phase,e_meas,ready,n_hist,span_s,gap_s,vz_vis,rate_auth,certified_det,feat_cert,feat_age,R,tz,admit_ok,e_cross,would_capture,owner,vz_cmd_if_term
5.0322054,9.3639738,commit,-0.45,False,4,0.09722042083740234,0.03486824035644531,-0.0,0.12962722778320312,True,certified,0.08870619999999985,6.153709640674395,5.173441064234303,,,False,alt,
5.0527732,9.3845416,commit,-0.45,False,5,0.19431066513061523,0.09709024429321289,-0.0,0.3238511085510254,True,certified,0.013426100000000218,6.3017590629667755,5.207845538673246,,,False,alt,
5.0725138,9.4042822,commit,-0.45,False,5,0.19431066513061523,0.09709024429321289,-0.0,0.3238511085510254,True,certified,0.03316670000000066,6.268133371085898,5.190174012215114,,,False,alt,
5.0950603,9.4268287,commit,-0.45,True,6,0.2291545867919922,0.09709024429321289,-0.0,0.4583091735839844,False,probation,0.0015093000000003798,6.497795357848533,5.33518157780709,False,,False,alt,-0.16869154064854255
5.112277,9.4440454,commit,-0.45,True,7,0.2643420696258545,0.09709024429321289,-0.0,0.6167981624603271,True,certified,0.0007573000000000718,6.10160962890052,5.078426608142602,False,-0.45,False,alt,-0.17722024348190166
5.1322358,9.4640042,commit,-0.45,True,7,0.2643420696258545,0.09709024429321289,-0.0,0.6167981624603271,True,certified,0.02071610000000046,6.046845260526302,5.03830354781791,False,-0.45,False,alt,-0.1786315555341619
5.152202,9.4839704,commit,-0.45,True,8,0.29888439178466797,0.09709024429321289,-0.0,0.7970250447591147,True,certified,0.008140799999999615,5.590056362059706,4.720348922761528,False,-0.45,False,alt,-0.19066387140581895
5.1724206,9.504189,commit,-0.45,True,8,0.29888439178466797,0.09709024429321289,-0.0,0.7970250447591147,True,certified,0.02835939999999937,5.578908358563021,4.7407012693676,False,-0.45,False,alt,-0.1898453306508508
5.192514,9.5242824,commit,-0.45,True,8,0.29888439178466797,0.09709024429321289,-0.0,0.7970250447591147,True,certified,0.04845279999999974,5.527476530124338,4.801556959862039,False,-0.45,False,alt,-0.1874392009765639
5.2130508,9.5448192,commit,-0.45,True,9,0.36101651191711426,0.09709024429321289,-0.0,1.0,True,certified,0.006647600000000864,5.583568688883707,4.92762218419628,False,-0.45,False,alt,-0.18264387291835252
5.232214,9.5639824,commit,-0.45,True,9,0.36101651191711426,0.09709024429321289,-0.0,1.0,True,certified,0.025810800000000356,5.5510928411673905,4.922613747851173,False,-0.45,False,alt,-0.18282970106945104
5.2683583,9.6001267,commit,-0.45,True,9,0.36101651191711426,0.09709024429321289,-0.0,1.0,True,certified,0.061955100000000485,5.476623945341066,4.92715575062839,False,-0.45,False,alt,-0.18266116306252703
5.2723851,9.6041535,commit,-0.45,True,10,0.3957827091217041,0.09709024429321289,-0.0,1.0,True,certified,0.002526999999999724,5.477732997562792,4.95460512232049,False,-0.45,False,alt,-0.18164918853886078
5.2995792,9.6313476,commit,-0.45,True,10,0.3957827091217041,0.09709024429321289,-0.0,1.0,True,certified,0.029721099999999723,5.439240554498526,4.959569954567296,False,-0.45,False,alt,-0.18146734661362823
5.3142511,9.6460195,commit,-0.45,True,10,0.3957827091217041,0.09709024429321289,-0.0,1.0,True,certified,0.04439299999999946,5.403864253543126,4.978585760752147,False,-0.45,False,alt,-0.18077422851585692
