L_ticks,tau_s,g,n_rows,sse,mse,rms_mps
0,0.2,1.0,13,0.043727038174238196,0.003363618321095246,0.057996709571278664
0,0.2,1.05,13,0.04820905958709761,0.0037083891990075087,0.0608965450498426
0,0.2,1.1,13,0.05290971619082824,0.0040699781685252494,0.06379638052840654
0,0.2,1.1500000000000001,13,0.057829007985430045,0.004448385229648465,0.06669621600697048
0,0.2,1.2000000000000002,13,0.06296693497090301,0.004843610382377155,0.0695960514855344
0,0.2,1.25,13,0.06832349714724718,0.005255653626711322,0.07249588696409832
0,0.2,1.3,13,0.07389869451446254,0.005684514962650965,0.07539572244266225
0,0.2,1.35,13,0.0796925270725491,0.006130194390196085,0.0782955579212262
0,0.2,1.4000000000000001,13,0.08570499482150687,0.0065926919093466825,0.08119539339979014
0,0.2,1.4500000000000002,13,0.09193609776133582,0.007072007520102756,0.08409522887835406
0,0.2,1.5,13,0.09838583589203596,0.007568141222464305,0.086995064356918
0,0.22,0.5,13,0.009186841119198964,0.0007066800860922281,0.026583455119533052
0,0.22,0.55,13,0.011116077754230748,0.000855082904171596,0.029241800631486358
0,0.22,0.6000000000000001,13,0.013229051211646513,0.0010176193239728086,0.03190014614343967
0,0.22,0.65,13,0.01552576149144625,0.0011942893454958655,0.03455849165539297
0,0.22,0.7000000000000001,13,0.01800620859362997,0.001385092968740767,0.03721683716734627
0,0.22,0.75,13,0.02067039251819767,0.0015900301937075132,0.03987518267929958
0,0.22,0.8,13,0.02351831326514935,0.0018091010203961039,0.04253352819125288
0,0.22,0.8500000000000001,13,0.026549970834485015,0.0020423054488065396,0.045191873703206195
0,0.22,0.9,13,0.02976536522620464,0.0022896434789388184,0.04785021921515949
0,0.22,0.9500000000000001,13,0.03316449644030827,0.002551115110792944,0.050508564727112806
0,0.22,1.0,13,0.03674736447679586,0.0028267203443689123,0.053166910239066105
0,0.22,1.05,13,0.04051396933566742,0.003116459179666725,0.055825255751019404
