fid,t,span_px,R,product,ratio_to_512
20260719T163807-f170ead6,9.7490363,30.0,1.7961997733364052,53.88599320009216,0.10524608046893
20260719T163920-f170ead6,8.0951435,60.29925372672534,1.4472216444719561,87.26638513882317,0.170442158474264
20260719T163920-f170ead6,8.1320051,58.42088667591412,1.361518426182271,79.5411136831634,0.15535373766242852
20260719T163920-f170ead6,8.1672003,60.29925372672534,1.224597220465583,73.8422985098968,0.1442232392771422
20260719T163920-f170ead6,8.1904373,65.76473218982953,1.2070223758072423,79.37950329209507,0.15503809236737318
20260719T163920-f170ead6,8.2283855,59.21148537234985,1.0874668349917378,64.39052659302887,0.1257627472520095
20260719T163920-f170ead6,8.2584737,63.28506932918696,1.002079490187886,63.41667000989669,0.12386068361307948
20260719T163920-f170ead6,8.293411,62.39390995922599,0.9491966448265241,59.224089990905554,0.11567205076348741
20260719T163920-f170ead6,8.3287539,62.39390995922599,0.8303937527118624,51.811513037407714,0.10119436140118694
20260719T163920-f170ead6,8.3606696,64.38167441127949,0.7441752590002726,47.91124922988514,0.09357665865211941
20260719T163920-f170ead6,8.3900075,61.5223536610881,0.7106971423559005,43.723760937944384,0.08539797058192262
20260719T163920-f170ead6,8.4308918,64.4980619863884,0.6259666525685718,40.373635958779786,0.07885475773199177
20260719T163920-f170ead6,10.2592359,22.360679774997898,7.72551566308804,172.7477818390422,0.3373980114043793
20260719T163920-f170ead6,10.3260587,20.0,7.701436613558438,154.02873227116876,0.3008373677171265
